,Unnamed: 0,ID урока,Дата старта урока,Текст сообщения,Дата сообщения,Разметка,len_text,Время от начала урока,Вежливость,Технические проблемы,Хорошее объяснение материала,Плохое объяснение материала и сложность,Помощь и понимание,Реклама и спам,Оскорбления и конфликты,Опоздание
770,772,331971.0,2024-03-17 07:00:38,Что то не грузит,2024-03-17 08:09:22,,16,68.73333333333333,0,0,0,0,0,0,0,1
771,773,331971.0,2024-03-17 07:00:38,может потаму что я из рф,2024-03-17 08:09:23,,24,68.75,0,0,0,0,0,0,0,1
772,774,331971.0,2024-03-17 07:00:38,kak pisat?,2024-03-17 08:09:32,,10,68.9,0,0,0,1,0,0,0,0
773,775,331971.0,2024-03-17 07:00:38,ааааааааааааааааааааааааааааааааааааааааааааааааааа,2024-03-17 08:09:37,,51,68.98333333333333,0,0,1,0,0,0,0,0
774,776,331971.0,2024-03-17 07:00:38,ну ок,2024-03-17 08:10:15,,5,69.61666666666666,0,0,1,0,0,0,0,0
775,777,331971.0,2024-03-17 07:00:38,всем удачи желаю хорошо выступить,2024-03-17 08:10:23,,33,69.75,0,0,0,0,1,0,0,0
776,778,331971.0,2024-03-17 07:00:38,ya napisal,2024-03-17 08:10:46,,10,70.13333333333334,0,0,0,1,0,0,0,0
777,779,331971.0,2024-03-17 07:00:38,oh no,2024-03-17 08:10:49,,5,70.18333333333334,0,0,0,1,0,0,0,0
778,780,331971.0,2024-03-17 07:00:38,aaaaa u menya komnata ne ubrana sekundu,2024-03-17 08:11:55,,39,71.28333333333333,0,0,0,1,0,0,0,0
779,781,331971.0,2024-03-17 07:00:38,Иван у меня есть проблема. Моя камера находится у клавиатуры поэтому когда я буду печатать или что то открывать мои пальцы будут мешать.,2024-03-17 08:12:07,,136,71.48333333333333,0,1,0,0,0,0,0,0
780,782,331971.0,2024-03-17 07:00:38,Ну тогда хорошо попробую,2024-03-17 08:12:33,,24,71.91666666666667,0,0,0,1,0,0,0,0
781,783,331971.0,2024-03-17 07:00:38,камера обязательно?,2024-03-17 08:12:45,,19,72.11666666666666,0,0,0,1,0,0,0,0
782,784,331971.0,2024-03-17 07:00:38,koqna nacinaem?,2024-03-17 08:13:17,,15,72.65,0,0,0,1,0,0,0,0
783,785,331971.0,2024-03-17 07:00:38,камера врядли,2024-03-17 08:13:35,,13,72.95,0,0,0,1,0,0,0,0
784,786,331971.0,2024-03-17 07:00:38,я не буду показывать,2024-03-17 08:14:17,,20,73.65,0,0,0,0,0,0,0,1
785,787,331971.0,2024-03-17 07:00:38,призентацию,2024-03-17 08:14:27,,11,73.81666666666666,0,0,0,0,0,1,0,0
786,788,331971.0,2024-03-17 07:00:38,ezzzzzzzzzzzzz,2024-03-17 08:16:43,,14,76.08333333333333,0,0,0,1,0,0,0,0
787,789,331971.0,2024-03-17 07:00:38,no on ne dodelan,2024-03-17 08:16:58,,16,76.33333333333333,0,0,0,1,0,0,0,0
788,790,331971.0,2024-03-17 07:00:38,можно вопрос,2024-03-17 08:18:50,,12,78.2,0,0,0,1,0,0,0,0
789,791,331971.0,2024-03-17 07:00:38,яя,2024-03-17 08:20:53,,2,80.25,0,0,0,1,0,0,0,0
790,792,331971.0,2024-03-17 07:00:38,tolk ya s novim proekto stoli?,2024-03-17 08:20:54,,30,80.26666666666667,0,0,0,1,0,0,0,0
791,793,331971.0,2024-03-17 07:00:38,ooooooo,2024-03-17 08:21:25,,7,80.78333333333333,0,0,0,1,0,0,0,0
792,794,331971.0,2024-03-17 07:00:38,офигеть,2024-03-17 08:21:54,,7,81.26666666666667,0,0,0,0,0,0,1,0
793,795,331971.0,2024-03-17 07:00:38,правда я,2024-03-17 08:22:48,,8,82.16666666666667,0,0,0,1,0,0,0,0
794,796,331971.0,2024-03-17 07:00:38,u  menya,2024-03-17 08:23:00,,8,82.36666666666666,0,0,1,0,0,0,0,0
795,797,331971.0,2024-03-17 07:00:38,Baku,2024-03-17 08:23:14,,4,82.6,0,0,0,1,0,0,0,0
796,798,331971.0,2024-03-17 07:00:38,qorid,2024-03-17 08:23:28,,5,82.83333333333333,0,0,0,0,0,0,1,0
797,799,331971.0,2024-03-17 07:00:38,Азербайджан,2024-03-17 08:24:12,,11,83.56666666666666,0,0,1,0,0,0,0,0
798,800,331971.0,2024-03-17 07:00:38,nu da,2024-03-17 08:24:30,,5,83.86666666666666,0,0,0,1,0,0,0,0
799,801,331971.0,2024-03-17 07:00:38,no i solce yest,2024-03-17 08:24:41,,15,84.05,0,1,0,0,0,0,0,0
800,802,331971.0,2024-03-17 07:00:38,bomba,2024-03-17 08:25:01,,5,84.38333333333334,0,0,1,0,0,0,0,0
801,803,331971.0,2024-03-17 07:00:38,Фух я вернулся,2024-03-17 08:26:06,,14,85.46666666666667,0,0,0,1,0,0,0,0
802,804,331971.0,2024-03-17 07:00:38,наааааагетс,2024-03-17 08:26:21,,11,85.71666666666667,0,0,0,0,0,0,1,0
803,805,331971.0,2024-03-17 07:00:38,Крутая игра,2024-03-17 08:27:05,,11,86.45,0,0,0,1,0,0,0,0
804,806,331971.0,2024-03-17 07:00:38,молодец,2024-03-17 08:27:14,,7,86.6,0,0,1,0,0,0,0,0
805,807,331971.0,2024-03-17 07:00:38,ooooooooooo,2024-03-17 08:28:17,,11,87.65,0,0,0,1,0,0,0,0
806,808,331971.0,2024-03-17 07:00:38,tetris,2024-03-17 08:28:20,,6,87.7,0,0,0,1,0,0,0,0
807,809,331971.0,2024-03-17 07:00:38,woooooww,2024-03-17 08:28:23,,8,87.75,0,0,0,1,0,0,0,0
808,810,331971.0,2024-03-17 07:00:38,ya obajayu tetris,2024-03-17 08:28:34,,17,87.93333333333334,0,0,0,1,0,0,0,0
809,811,331971.0,2024-03-17 07:00:38,фууууух,2024-03-17 08:28:50,,7,88.2,0,0,0,1,0,0,0,0
810,812,331971.0,2024-03-17 07:00:38,молодец тетрис очень круто,2024-03-17 08:28:51,,26,88.21666666666667,0,0,1,0,0,0,0,0
811,813,331971.0,2024-03-17 07:00:38,а сейчас что?,2024-03-17 08:29:07,,13,88.48333333333333,0,0,0,1,0,0,0,0
812,814,331971.0,2024-03-17 07:00:38,a kak?,2024-03-17 08:30:28,,6,89.83333333333333,0,0,0,1,0,0,0,0
813,815,331971.0,2024-03-17 07:00:38,aaaaaaaa ya v cat otpravil,2024-03-17 08:31:39,,26,91.01666666666668,0,0,0,0,0,0,0,1
814,816,331971.0,2024-03-17 07:00:38,не люблю долгое,2024-03-17 08:33:10,,15,92.53333333333332,0,0,0,0,0,0,0,1
815,817,331971.0,2024-03-17 07:00:38,я да,2024-03-17 08:35:02,,4,94.4,0,0,0,1,0,0,0,0
816,818,331971.0,2024-03-17 07:00:38,Я готов,2024-03-17 08:37:09,,7,96.51666666666668,0,0,0,1,0,0,0,0
817,819,331971.0,2024-03-17 07:00:38,нагетс,2024-03-17 08:37:23,,6,96.75,0,0,0,0,0,0,1,0
818,820,331971.0,2024-03-17 07:00:38,там картинка,2024-03-17 08:37:39,,12,97.01666666666668,0,0,1,0,0,0,0,0
819,821,331971.0,2024-03-17 07:00:38,круто спасбо всем!!!!!!!!!!!!!,2024-03-17 08:37:48,,30,97.16666666666669,0,0,0,0,1,0,0,0
820,822,331971.0,2024-03-17 07:00:38,не нада,2024-03-17 08:38:08,,7,97.5,0,0,0,1,0,0,0,0
821,823,331971.0,2024-03-17 07:00:38,а как?,2024-03-17 08:38:09,,6,97.51666666666668,0,0,0,1,0,0,0,0
822,824,331971.0,2024-03-17 07:00:38,тотем бессмертия,2024-03-17 08:38:45,,16,98.11666666666666,1,0,0,0,0,0,0,0
823,825,331971.0,2024-03-17 07:00:38,вкусная печенька,2024-03-17 08:40:17,,16,99.65,0,0,1,0,0,0,0,0
824,826,331971.0,2024-03-17 07:00:38,Иван вам печенька,2024-03-17 08:40:24,,17,99.76666666666668,0,0,1,0,0,0,0,0
825,827,331971.0,2024-03-17 07:00:38,ахаа,2024-03-17 08:40:38,,4,100.0,0,0,0,1,0,0,0,0
826,828,331971.0,2024-03-17 07:00:38,я забрал,2024-03-17 08:40:46,,8,100.13333333333334,0,1,0,0,0,0,0,0
827,829,331971.0,2024-03-17 07:00:38,Javaaaaaaaaaaaaaaa,2024-03-17 08:41:12,,18,100.56666666666666,0,0,1,0,0,0,0,0
828,830,331971.0,2024-03-17 07:00:38,ну юнити крч,2024-03-17 08:41:28,,12,100.83333333333331,0,0,0,1,0,0,0,0
829,831,331971.0,2024-03-17 07:00:38,платформа для игр,2024-03-17 08:41:44,,17,101.1,0,0,1,0,0,0,0,0
830,832,331971.0,2024-03-17 07:00:38,маинкрафт это моя жизнь маинкрааааафт,2024-03-17 08:42:20,,37,101.7,0,0,1,0,0,0,0,0
831,833,331971.0,2024-03-17 07:00:38,moy druq v unity iqru delayet,2024-03-17 08:42:49,,29,102.18333333333334,0,0,1,0,0,0,0,0
832,834,331971.0,2024-03-17 07:00:38,я хочу на Java,2024-03-17 08:42:50,,14,102.2,0,0,0,0,1,0,0,0
833,835,331971.0,2024-03-17 07:00:38,я видел призентацию,2024-03-17 08:43:13,,19,102.58333333333331,0,0,0,0,0,1,0,0
834,836,331971.0,2024-03-17 07:00:38,Я кибербезопасность хочу,2024-03-17 08:43:13,,24,102.58333333333331,0,0,0,0,1,0,0,0
835,837,331971.0,2024-03-17 07:00:38,люблю выпиливать,2024-03-17 08:43:50,,16,103.2,0,0,1,0,0,0,0,0
836,838,331971.0,2024-03-17 07:00:38,lego da,2024-03-17 08:43:53,,7,103.25,0,1,0,0,0,0,0,0
837,839,331971.0,2024-03-17 07:00:38,so2,2024-03-17 08:45:48,,3,105.16666666666669,0,0,0,1,0,0,0,0
838,840,331971.0,2024-03-17 07:00:38,интерестно,2024-03-17 08:46:34,,10,105.93333333333334,0,0,0,1,0,0,0,0
839,841,331971.0,2024-03-17 07:00:38,mne netu 15,2024-03-17 08:46:47,,11,106.15,0,0,1,0,0,0,0,0
840,842,331971.0,2024-03-17 07:00:38,тестер круто,2024-03-17 08:46:48,,12,106.16666666666669,0,0,1,0,0,0,0,0
841,843,331971.0,2024-03-17 07:00:38,а вопрос а мы сейчас не джуниор?,2024-03-17 08:46:52,,32,106.23333333333332,0,0,0,1,0,0,0,0
842,844,331971.0,2024-03-17 07:00:38,ураааааааааааааааааааааааааааааааааааааааааааааааааааа,2024-03-17 08:48:16,,54,107.63333333333334,0,0,1,0,0,0,0,0
843,845,331971.0,2024-03-17 07:00:38,ее,2024-03-17 08:48:21,,2,107.71666666666668,0,0,0,1,0,0,0,0
844,846,331971.0,2024-03-17 07:00:38,круто ураа спасибо,2024-03-17 08:48:28,,18,107.83333333333331,1,0,0,0,0,0,0,0
845,847,331971.0,2024-03-17 07:00:38,а связи остануться с вами,2024-03-17 08:48:51,,25,108.21666666666668,0,0,0,1,0,0,0,0
846,848,331971.0,2024-03-17 07:00:38,a kak svezatsa s menedgarami?,2024-03-17 08:48:56,,29,108.3,1,0,0,0,0,0,0,0
847,849,331971.0,2024-03-17 07:00:38,кстати да,2024-03-17 08:49:01,,9,108.38333333333334,0,0,0,1,0,0,0,0
848,850,331971.0,2024-03-17 07:00:38,лс,2024-03-17 08:49:19,,2,108.68333333333334,0,0,0,1,0,0,0,0
849,851,331971.0,2024-03-17 07:00:38,всё???,2024-03-17 08:50:35,,6,109.95,0,0,0,1,0,0,0,0
850,852,331971.0,2024-03-17 07:00:38,нееееееееееееееееееееееееееееееееееееет,2024-03-17 08:50:41,,39,110.05,0,0,0,1,0,0,0,0
851,853,331971.0,2024-03-17 07:00:38,Спасибо всем за этот болььшой курс который мы прошли вместе,2024-03-17 08:50:49,,59,110.18333333333334,0,0,1,0,0,0,0,0
852,854,331971.0,2024-03-17 07:00:38,T-T,2024-03-17 08:50:50,,3,110.2,0,0,0,1,0,0,0,0
853,855,331971.0,2024-03-17 07:00:38,И тебе спасибо,2024-03-17 08:51:07,,14,110.48333333333332,1,0,0,0,0,0,0,0
854,856,331971.0,2024-03-17 07:00:38,надеюсь ещё встретимся,2024-03-17 08:51:10,,22,110.53333333333332,0,0,0,1,0,0,0,0
855,857,331971.0,2024-03-17 07:00:38,go,2024-03-17 08:51:17,,2,110.65,0,0,0,1,0,0,0,0
856,858,331971.0,2024-03-17 07:00:38,toqda dc,2024-03-17 08:51:35,,8,110.95,0,0,0,1,0,0,0,0
857,859,331971.0,2024-03-17 07:00:38,zzzzz,2024-03-17 08:51:44,,5,111.1,0,0,0,1,0,0,0,0
858,860,331971.0,2024-03-17 07:00:38,яяяяяяяя,2024-03-17 08:51:45,,8,111.11666666666666,0,0,0,1,0,0,0,0
859,861,331971.0,2024-03-17 07:00:38,ну лад,2024-03-17 08:51:52,,6,111.23333333333332,0,1,0,0,0,0,0,0
860,862,331971.0,2024-03-17 07:00:38,ну чтож тогда до встречи,2024-03-17 08:52:23,,24,111.75,1,0,0,0,0,0,0,0
861,863,331971.0,2024-03-17 07:00:38,v vasom,2024-03-17 08:52:28,,7,111.83333333333331,0,0,0,1,0,0,0,0
862,864,331971.0,2024-03-17 07:00:38,https://discord.gg/jRVHak9u,2024-03-17 08:52:43,,27,112.08333333333331,0,0,0,0,1,0,0,0
863,865,331971.0,2024-03-17 07:00:38,все все?,2024-03-17 08:54:11,,8,113.55,0,0,1,0,0,0,0,0
864,866,331971.0,2024-03-17 07:00:38,ок без проблем,2024-03-17 08:54:35,,14,113.95,0,0,1,0,0,0,0,0
865,867,331971.0,2024-03-17 07:00:38,оки,2024-03-17 08:54:37,,3,113.98333333333332,0,0,1,0,0,0,0,0
866,868,331971.0,2024-03-17 07:00:38,qde vsee,2024-03-17 08:55:14,,8,114.6,1,0,0,0,0,0,0,0
867,869,331971.0,2024-03-17 07:00:38,а где,2024-03-17 08:56:10,,5,115.53333333333332,0,0,0,1,0,0,0,0
868,870,331971.0,2024-03-17 07:00:38,otsud vixodim?,2024-03-17 08:56:30,,14,115.86666666666666,0,0,0,0,1,0,0,0
869,871,331971.0,2024-03-17 07:00:38,пака(,2024-03-17 08:56:41,,5,116.05,1,0,0,0,0,0,0,0
870,872,331971.0,2024-03-17 07:00:38,пока,2024-03-17 08:56:43,,4,116.08333333333331,1,0,0,0,0,0,0,0
871,873,331971.0,2024-03-17 07:00:38,покаа,2024-03-17 08:56:48,,5,116.16666666666669,1,0,0,0,0,0,0,0
872,874,332007.0,2024-03-03 08:04:28,не могу найти,2024-03-03 08:12:29,,13,8.016666666666667,0,0,0,1,0,0,0,0
873,875,332007.0,2024-03-03 08:04:28,"да, все работает",2024-03-03 08:40:27,,16,35.983333333333334,0,0,1,0,0,0,0,0
874,876,332007.0,2024-03-03 08:04:28,все работает,2024-03-03 09:06:14,,12,61.766666666666666,0,0,1,0,0,0,0,0
875,877,332007.0,2024-03-03 08:04:28,мне кажется что то странное выдает,2024-03-03 09:14:32,,34,70.06666666666666,0,0,0,1,0,0,0,0
876,878,332007.0,2024-03-03 08:04:28,тогда все хорошо,2024-03-03 09:15:18,,16,70.83333333333333,0,0,0,1,0,0,0,0
877,879,332007.0,2024-03-03 08:04:28,боты,2024-03-03 09:15:36,,4,71.13333333333334,0,0,0,0,0,0,1,0
878,880,332007.0,2024-03-03 08:04:28,все прикольно,2024-03-03 09:15:43,,13,71.25,0,0,1,0,0,0,0,0
879,881,332007.0,2024-03-03 08:04:28,но боты можно использовать с друзьями,2024-03-03 09:15:58,,37,71.5,0,0,0,1,0,0,0,0
880,882,332007.0,2024-03-03 08:04:28,и это прикольно что в дискорде,2024-03-03 09:16:09,,30,71.68333333333334,0,0,1,0,0,0,0,0
881,883,332007.0,2024-03-03 08:04:28,"если скинете, будет замечательно",2024-03-03 09:17:11,,32,72.71666666666667,0,0,0,1,0,0,0,0
882,884,332007.0,2024-03-03 08:04:28,игра закончилась на счете 1-1,2024-03-03 09:23:31,,29,79.05,0,0,0,0,0,0,0,1
883,885,332007.0,2024-03-03 08:04:28,вопросов нет,2024-03-03 09:27:21,,12,82.88333333333334,0,0,1,0,0,0,0,0
884,886,332007.0,2024-03-03 08:04:28,до свидания,2024-03-03 09:27:26,,11,82.96666666666667,1,0,0,0,0,0,0,0
885,887,332008.0,2024-03-10 07:59:28,я понял,2024-03-10 08:11:28,,7,12.0,0,0,1,0,0,0,0,0
886,888,332008.0,2024-03-10 07:59:28,у меня вопрос,2024-03-10 08:48:35,,13,49.11666666666667,0,0,0,1,0,0,0,0
887,889,332008.0,2024-03-10 07:59:28,если я делаю сайт на 40-ой урок то сайт на какую тему должен быть?,2024-03-10 08:49:01,,66,49.55,0,0,0,1,0,0,0,0
888,890,332008.0,2024-03-10 07:59:28,обо мне?,2024-03-10 08:49:28,,8,50.0,0,0,0,1,0,0,0,0
889,891,332008.0,2024-03-10 07:59:28,все понял,2024-03-10 08:49:36,,9,50.13333333333333,0,0,1,0,0,0,0,0
890,892,332008.0,2024-03-10 07:59:28,"все понятно, вопросов нет",2024-03-10 09:27:40,,25,88.2,0,0,1,0,0,0,0,0
891,893,332008.0,2024-03-10 07:59:28,до свидания,2024-03-10 09:28:13,,11,88.75,1,0,0,0,0,0,0,0
892,894,332009.0,2024-03-17 07:58:56,то есть полностью новый код?,2024-03-17 08:03:56,,28,5.0,0,0,0,1,0,0,0,0
893,895,332009.0,2024-03-17 07:58:56,да вроде,2024-03-17 08:09:15,,8,10.316666666666666,0,0,1,0,0,0,0,0
894,896,332009.0,2024-03-17 07:58:56,просто я с другого пк тут дс нету,2024-03-17 08:09:24,,33,10.466666666666669,0,1,0,0,0,0,0,0
895,897,332009.0,2024-03-17 07:58:56,я токо скачал,2024-03-17 08:09:30,,13,10.566666666666666,0,0,0,1,0,0,0,0
896,898,332009.0,2024-03-17 07:58:56,здравствуйте),2024-03-17 08:14:49,,13,15.883333333333333,1,0,0,0,0,0,0,0
897,899,332009.0,2024-03-17 07:58:56,"я просто послушаю, зашел через телефон(не дома)",2024-03-17 08:15:02,,47,16.1,0,0,0,1,0,0,0,0
898,900,332009.0,2024-03-17 07:58:56,сомневаюсь что кодить смогу,2024-03-17 08:16:21,,27,17.416666666666668,0,0,0,1,0,0,0,0
899,901,332009.0,2024-03-17 07:58:56,оке),2024-03-17 08:17:05,,4,18.15,0,0,1,0,0,0,0,0
900,902,332009.0,2024-03-17 07:58:56,помощь нужна,2024-03-17 08:17:26,,12,18.5,0,0,0,0,1,0,0,0
901,903,332009.0,2024-03-17 07:58:56,забыл,2024-03-17 08:17:54,,5,18.966666666666665,0,0,0,1,0,0,0,0
902,904,332009.0,2024-03-17 07:58:56,да начал,2024-03-17 08:20:26,,8,21.5,1,0,0,0,0,0,0,0
903,905,332009.0,2024-03-17 07:58:56,а можно же сделать многостраничный сайт?,2024-03-17 08:20:47,,40,21.85,0,0,0,1,0,0,0,0
904,906,332009.0,2024-03-17 07:58:56,а сервер для меня и друзей или для сообщества,2024-03-17 08:22:44,,45,23.8,0,0,0,1,0,0,0,0
905,907,332009.0,2024-03-17 07:58:56,дс,2024-03-17 08:22:45,,2,23.816666666666663,0,0,0,1,0,0,0,0
906,908,332009.0,2024-03-17 07:58:56,для иеня и доузей надо,2024-03-17 08:23:28,,22,24.53333333333333,0,0,0,0,1,0,0,0
907,909,332009.0,2024-03-17 07:58:56,готов,2024-03-17 08:25:23,,5,26.45,0,0,1,0,0,0,0,0
908,910,332009.0,2024-03-17 07:58:56,у меня нет доступа к нему,2024-03-17 08:27:47,,25,28.85,0,0,0,0,0,0,0,1
909,911,332009.0,2024-03-17 07:58:56,коду,2024-03-17 08:27:53,,4,28.95,0,0,1,0,0,0,0,0
910,912,332009.0,2024-03-17 07:58:56,с прошлого урока,2024-03-17 08:27:58,,16,29.03333333333333,0,0,0,1,0,0,0,0
911,913,332009.0,2024-03-17 07:58:56,можете напомнить где мне токен взять ?,2024-03-17 08:30:39,,38,31.716666666666665,0,0,0,0,1,0,0,0
912,914,332009.0,2024-03-17 07:58:56,мне сразу в реплите писать?,2024-03-17 08:32:14,,27,33.3,0,0,0,1,0,0,0,0
913,915,332009.0,2024-03-17 07:58:56,"import asyncio
import random

import discord
import requests
from random import randint
import sqlite3
from py_cord_components import PycordComponents, Button, ButtonStyle

TOKEN = ""MTIwMzYxNjQ4MjMwNzczNTU3Mw.GUx2cD.1mylSLGi33fZV26gGlAFhvFUhEolxNknXobqTc""  # str
API_KEY = ""OAKL8ODsMw1RVGdlPJqjeat3DKqvrp6S""
GIF_CHANNEL_ID = 1211230392648990720
GAME_CHANNEL_ID = 1213770942778449921
BOT_CHANNEL_ID = 1216299002874822708
SERVER_ID = 1203614777973415987
roles = {}",2024-03-17 08:36:39,,462,37.71666666666667,0,0,1,0,0,0,0,0
914,916,332009.0,2024-03-17 07:58:56,мне это в начале писать ?,2024-03-17 08:36:45,,25,37.81666666666667,0,0,0,1,0,0,0,0
915,917,332009.0,2024-03-17 07:58:56,понял\,2024-03-17 08:37:18,,6,38.36666666666667,0,0,1,0,0,0,0,0
916,918,332009.0,2024-03-17 07:58:56,пишу,2024-03-17 08:40:48,,4,41.86666666666667,0,0,0,1,0,0,0,0
917,919,332009.0,2024-03-17 07:58:56,"def check Caps(text):
count Big Letters = 0
for i in text:
if i.isupper():
count Big Letters += 1
if count Big Letters > len(text) // 2:
return True
return False",2024-03-17 08:41:11,,161,42.25,0,0,1,0,0,0,0,0
918,920,332009.0,2024-03-17 07:58:56,как это записать,2024-03-17 08:41:20,,16,42.4,0,0,1,0,0,0,0,0
919,921,332009.0,2024-03-17 07:58:56,я вот об этих пробелах говорил,2024-03-17 08:41:50,,30,42.9,0,0,0,0,0,0,0,1
920,922,332009.0,2024-03-17 07:58:56,ааааааааааа,2024-03-17 08:42:36,,11,43.66666666666666,0,0,1,0,0,0,0,0
921,923,332009.0,2024-03-17 07:58:56,яндекс преводчик накосячил,2024-03-17 08:42:46,,26,43.833333333333336,0,1,0,0,0,0,0,0
922,924,332009.0,2024-03-17 07:58:56,вопрос,2024-03-17 08:51:20,,6,52.4,0,0,0,1,0,0,0,0
923,925,332009.0,2024-03-17 07:58:56,то не так с этим кодом,2024-03-17 08:51:25,,22,52.48333333333333,0,0,0,1,0,0,0,0
924,926,332009.0,2024-03-17 07:58:56,"emb = discord.Embed(title=""Нарушение правил чата"", color=discord.Color.red())
  emb.set_author(name=author.name, icon_url=author.avatar_url)
  emb.add_field(name=""Бан пользователя"", value=f'Пользователь' {author.mention} был забанен')
  emb.set_footer(text=f'Причина бана: {reason}')
  return emb",2024-03-17 08:51:27,,296,52.516666666666666,0,0,0,0,0,0,1,0
925,927,332009.0,2024-03-17 07:58:56,а то у меня светиться половина,2024-03-17 08:51:37,,30,52.68333333333333,0,1,0,0,0,0,0,0
926,928,332009.0,2024-03-17 07:58:56,а у меня же так и должна половина кода оранжевой линией подчеркиваться ?,2024-03-17 08:54:00,,72,55.06666666666667,0,0,0,1,0,0,0,0
927,929,332009.0,2024-03-17 07:58:56,а мне до какого слайд делать?,2024-03-17 08:55:49,,29,56.88333333333333,0,0,0,1,0,0,0,0
928,930,332009.0,2024-03-17 07:58:56,опять все красное,2024-03-17 09:00:55,,17,61.98333333333333,0,0,0,1,0,0,0,0
929,931,332009.0,2024-03-17 07:58:56,аллилуйя,2024-03-17 09:05:31,,8,66.58333333333333,0,0,0,0,0,0,1,0
930,932,332009.0,2024-03-17 07:58:56,а на презентации 11 слайд и 15 повторяются ?,2024-03-17 09:10:29,,44,71.55,0,0,0,1,0,0,0,0
931,933,332009.0,2024-03-17 07:58:56,это тоже в 16 слайд надо,2024-03-17 09:14:41,,24,75.75,0,0,0,1,0,0,0,0
932,934,332009.0,2024-03-17 07:58:56,"а 18 слайд просто вот так написать :  if message.content == (""Привет бот!""):
    await message.channel.send(f'Привет, {message.author.mention}!')",2024-03-17 09:19:04,,145,80.13333333333334,0,0,0,0,0,0,0,1
933,935,332009.0,2024-03-17 07:58:56,вроде,2024-03-17 09:19:42,,5,80.76666666666667,0,0,1,0,0,0,0,0
934,936,332009.0,2024-03-17 07:58:56,а у await нету пробелов?,2024-03-17 09:19:58,,24,81.03333333333333,0,0,0,0,0,0,0,1
935,937,332009.0,2024-03-17 07:58:56,еще раз,2024-03-17 09:20:45,,7,81.81666666666666,0,0,0,1,0,0,0,0
936,938,332009.0,2024-03-17 07:58:56,не услышал,2024-03-17 09:20:48,,10,81.86666666666666,0,1,0,0,0,0,0,0
937,939,332009.0,2024-03-17 07:58:56,у меня просьба такая,2024-03-17 09:22:11,,20,83.25,0,0,0,0,1,0,0,0
938,940,332009.0,2024-03-17 07:58:56,можете код с 20 стр скинуть а то я не успею написать до конца урока,2024-03-17 09:22:31,,67,83.58333333333333,0,0,0,1,0,0,0,0
939,941,332009.0,2024-03-17 07:58:56,если у впс есть,2024-03-17 09:22:43,,15,83.78333333333333,0,0,1,0,0,0,0,0
940,942,332009.0,2024-03-17 07:58:56,аааа,2024-03-17 09:22:54,,4,83.96666666666667,0,0,1,0,0,0,0,0
941,943,332009.0,2024-03-17 07:58:56,ну тогда ладно,2024-03-17 09:23:00,,14,84.06666666666666,0,0,0,1,0,0,0,0
942,944,332009.0,2024-03-17 07:58:56,до свидания,2024-03-17 09:27:42,,11,88.76666666666667,1,0,0,0,0,0,0,0
943,945,332011.0,2024-03-31 07:54:52,Здравствуйте,2024-03-31 07:58:54,,12,4.033333333333333,1,0,0,0,0,0,0,0
944,946,332051.0,2024-03-02 12:50:14,мне нежно будет ровно в 17:30 уйти,2024-03-02 13:56:25,,34,66.18333333333334,0,0,0,0,0,0,0,1
945,947,332051.0,2024-03-02 12:50:14,мне надо идти досвидание,2024-03-02 14:21:34,,24,91.33333333333331,1,0,0,0,0,0,0,0
946,948,332051.0,2024-03-02 12:50:14,мне пора идти. до свидания,2024-03-02 14:32:40,,26,102.43333333333334,1,0,0,0,0,0,0,0
947,949,332052.0,2024-03-09 12:50:43,не я с тела уже зашел,2024-03-09 14:08:05,,21,77.36666666666666,0,1,0,0,0,0,0,0
948,950,332052.0,2024-03-09 12:50:43,у меня вообще нечего не сделано,2024-03-09 14:09:22,,31,78.65,0,0,0,1,0,0,0,0
949,951,332052.0,2024-03-09 12:50:43,я не понял,2024-03-09 14:09:27,,10,78.73333333333333,0,0,0,1,0,0,0,0
950,952,332052.0,2024-03-09 12:50:43,я еще с прошлого уроке не сделал нечего,2024-03-09 14:09:47,,39,79.06666666666666,0,0,0,1,0,0,0,0
951,953,332052.0,2024-03-09 12:50:43,меня на уроках последних не было я еще не все уроки посмотрел,2024-03-09 14:10:03,,61,79.33333333333333,0,0,0,1,0,0,0,0
952,954,332052.0,2024-03-09 12:50:43,через запись  все сделаю,2024-03-09 14:10:03,,24,79.33333333333333,0,0,0,1,0,0,0,0
953,955,332052.0,2024-03-09 12:50:43,мб если пойму,2024-03-09 14:10:12,,13,79.48333333333333,0,0,0,1,0,0,0,0
954,956,332052.0,2024-03-09 12:50:43,https://discord.gg/6UgdbXue,2024-03-09 14:12:15,,27,81.53333333333333,0,0,0,0,1,0,0,0
955,957,332052.0,2024-03-09 12:50:43,у меня тоже не очень,2024-03-09 14:17:25,,20,86.7,0,0,0,1,0,0,0,0
956,958,332052.0,2024-03-09 12:50:43,мне нужно будет через пару минут уходить уже,2024-03-09 14:18:05,,44,87.36666666666666,0,0,0,0,0,0,0,1
957,959,332053.0,2024-03-16 12:55:09,2,2024-03-16 13:12:44,,1,17.583333333333332,0,0,0,1,0,0,0,0
958,960,332053.0,2024-03-16 12:55:09,2,2024-03-16 13:12:52,,1,17.716666666666665,0,0,0,1,0,0,0,0
959,961,332053.0,2024-03-16 12:55:09,а как вернутся обратно?,2024-03-16 13:32:33,,23,37.4,0,0,0,1,0,0,0,0
